chapter_id,title,chars,pair_index,pair_pos,hook_type,hook_tail_quote,reward_signals
CH0342,第342章 功法与奴仆（二）,3494,171,2,reversal,人指使，什么事都得亲力亲为，下属也还在路上没到。 身在大阴宗门内，万一他在潜修过程中，元魔宗等人到了，找不到他，也是麻烦。 这么一想，他确实需要一些人手帮自己盯着外界动静。 “这么吧，云师姐若是有空，一会儿能否带路某看看合适的人手。我需要那种能保证绝对忠诚的奴隶。”路胜沉声道。 “没问题！保证师弟满意。”云万飞肯定道。,突破 提升 第 层 得到
CH0343,第343章 功法与奴仆（三）,3342,172,1,reversal,余身体完全是巨型蜜蜂，黄色和黑色花纹相间，背后翅膀高速震动着，脚不沾地，一副恭顺乖巧的神态。 上了茶，两只人面蜂就悬浮在两人身后。 啪啪。 云万飞又轻轻鼓了鼓掌。 通道内又缓缓走出两个不着片缕的一男一女，两人无论从身材到模样，都是一等一的俊俏。 只是这两人走到路胜和云万飞面前，却是屈膝跪下，转过身，将自己后背对着两人。,提升 第 层 得到
CH0344,第344章 功法与奴仆（四）,3319,172,2,reversal,迅速走到门边，轻轻一推，便走了出来。 “果真是你！”她一抬头，便看到了自己面前站着的路胜。一时间她面色复杂，眼中羞赧里夹杂着庆幸。 “也是，如果不是你，或许我也得不到这么好的待遇……” “好久不见。”路胜笑了笑，“不过在叙旧之前，你还是先把衣服穿上。” 端木婉这才反应过来，赶紧蹲下身，手捂住胸前和下身，脸上羞红更浓了。,提升 第 层
CH0345,第345章 曝光（一）,3452,173,1,crisis,他彻底不压抑自己的真正形体，之前无论是阴极态，还是真气形态，都是他的伪装。 都是强行将自己的肌肉骨骼扭曲移位，然后压缩成一个畸形的状况。那样的两种形态，对他而言都是一种憋屈，根本无法发挥真实实力。 但如今就不同了。 不用任何魔元，气液，甚至不用动用八首魔极道。他真实的本体，就已经是掌兵使层面的魔王级。虽然只是下位魔王。,提升 第 层 得到
CH0346,第346章 曝光（二）,3361,173,2,reversal,到顶了，没办法继续提升。大日明光功第七层需要的是一种充满没有热量的蓝色光亮的特殊环境。 一口气提升这么多，等到路胜彻底完结时，外面已经天黑了。 他起身，开门走进院子，正好看到端木婉正指挥着几个下人在分配任务。 整个院落被打理得干干净净，井井有条。 地面干净整洁了许多，墙壁四处都少了污垢。一些发旧的地方也全部换成了新的。,提升 融合 第 层 得到
CH0347,第347章 任务（一）,3344,174,1,crisis,纯度不够了。 路胜的赤玉级评价，指的是他至少能达到地元级以上的地步，这也是他受到重视的原因。只是没人会想到，他会这么快就到达七纹。 真气一丝一缕的注入绢帛，渐渐的，在他注入了自身约三成真气时，绢布骤然亮起一层白光。 转瞬间，白光包住路胜，猛然一缩，凝聚成拳头大小的一团光球。 噗。 光球炸开，化为无数光点缓缓淡化，消失。,突破 第 层 得到
CH0348,第348章 任务（二）,3637,174,2,question,点头，有些怀疑的扫了眼他双手。终究还是转身进府了。 路胜目送着她进去，重新将袖中的匕首露出一点点刀刃。那刀刃上，正有五个红点急速移动，显示着之前放出的隐形奴仆方位。 “要尽量不造成太大损伤，还是得用和平一点的手段。”路胜抽出匕首，随意挥了挥，笑了笑，“那就全部砍断手脚吧。” 反正只要活着就好，活着，就不会损失多少精气。,第 层 得到
CH0349,第349章 任务（三）,3467,175,1,crisis,秒，路胜的手臂轰然落在王允隆位置。 嘭！！！ 地面炸开，大片泥土石块飞溅散开，如同下雨。 路胜有些错愕的看了眼远处夜空，黑光已经跑得没影了，那速度就算是他也望尘莫及。 “一个地元境的小家伙，居然有着连我也追不上的速度……有意思。”他忽然感觉原本无趣的千阳宗似乎又有了新的玩法了。 他回头看去，原本重创的墨灵也消失不见了。,第 层
CH0350,第350章 任务（四）,3311,175,2,crisis,在逃还来得及。” 白鹭英还想说话，但面色却是一僵，手微微握紧后腰的刀柄。只有真正面对路胜，她才明白那日那三人真正的感觉是什么。 那种如同走在钢丝上，刀刃切割脚底鲜血淋漓的感觉，不是真正面对，根本无法体会。 “我……”白鹭英有些后悔了……后悔答应那个计划。 嘶…… 如剑出鞘般的风声吹过，一时间白鹭英咬紧下唇，僵立在原处。,第 层
CH0351,第351章 莫凌（一）,3414,176,1,question,这么快完成任务。只有路胜自己明白，那绯红神龙标的速度已经达到了六纹层次，而且就算是六纹层次的拘级，如果自身全靠黑膜加成，而没有额外锻炼强化速度的话，一样抓不住这东西。 也就是他，七纹巅峰的速度和力量，轻轻松松便追上神兵，抓住带了回来。 这神兵其实只是镶嵌了神兵魔刃碎片的普通飞镖，但在外界那种地方，便被认为是了神兵利器。,强化 第 层 得到
CH0352,第352章 莫凌（二）,3949,176,2,crisis,眼神一闪。“张长老言重了，不过要想放船通过，你还没这么大面子。” 张世龙原本以为自己放低姿态，应该能轻松揭过，解决问题，此时却没想到对方居然一句话硬打了回来。 他面色猛然一僵，就这么站在原地，一时间居然不知道作何反应了。 以他的身份地位，一个猛虎帮的副帮主，居然敢当面不给他面子？ 不只是他，就连商船上的其余人都是一呆。,层 得到
CH0353,第353章 结怨（一）,3411,177,1,crisis,派出身的普通天元和拘级高手能抵挡的。就连袁引霄同为七纹高手，也毫无反抗之力便被一剑撂倒。 哗。 大船断成两截，朝两侧翘了翘，激荡起大片波浪，随后才缓缓进水，下沉起来。 路胜身边的猛虎帮高手一个个面色如土，已经有些不知所措了。袁引霄被刚才的斩船一剑追上砍中，此时估计是凶多吉少。没了领头人，他们这些普通高手也就没了主心骨。,层
CH0354,第354章 结怨（二）,3434,177,2,question,器坐堂，还雇了几个懂事的宗门人手。生意还不错。”张世龙说着，伸手推开店铺转门。 让路胜意外的是，这转门就和地球上酒店宾馆前面的旋转门差不多，人走进去其中一格，跟着门转动，便能直接走进内厅。 跟着四翼旋转门走进店铺，里面是呈回字形的柜台。正中间是根柱子矗立着，周围四面都是柜台，一个年轻伙计正麻利的用抹布擦着柜台上的细灰。,突破 提升 层
CH0355,第355章 府城千阳宗（一）,3377,178,1,crisis,有钱也架不住这等消耗。 五人交了钱后，男子的态度也温和了许多。 “你们也别怪宗门死要钱，没办法，我们千阳宗九成九的魔界交战存活率，怎么来的？还不是靠的千阳黑日大阵，可这大阵撑一天就得消耗多少资源？你们现在多交钱，以后就能有多安全。” 五人自然都不是那么容易糊弄的，都不以为然，填了表，交了钱，一起都被安排着往大殿里面走。,强化 层
CH0356,第356章 府城千阳宗（二）,3485,178,2,reversal,。他是这里打扮最穷的。看起来应该是靠资质和成绩进来。 路胜有些无语，这千阳宗府城内院的规矩果然简单暴力。不过这样也能看出，这莫凌府的千阳宗已经腐败到了什么程度。他身边的几个所谓的内院弟子，除了有钱外，身上真气修为波动，估计连四纹都不到，还极不稳定。 要知道就连支脉当初和他争夺绯红神龙标的几个三宗弟子，都至少有四纹波动。,第 层 得到
CH0357,第357章 重要之人（一）,3382,179,1,reward,次本质上已经和神兵魔刃相接近，是自我生命的本质升华。要想达到这个境界，我的肉身是没问题了，神魂虽然不足，但如果能悟通这块泥板……” 路胜凝视着泥板。仔细琢磨起上边的刀痕起来。但看了很久他也一无所获，这些刀痕看起来就和一般的刀痕没什么区别，他甚至有些怀疑是苏狞扉故意随便弄来的刀痕泥板给他看。 “深蓝。”他索性唤出修改器。,突破 提升 第 层
CH0358,第358章 重要之人（二）,3885,179,2,reward,，那么无论如何，都必须找到。” 路胜双眼四处扫视缚灵宗队伍。 “为防她漏掉，必须先找一个所有人都必须经过的地方拦截。” “为防她易容伪装，最好把所有遇到的人都打残，之后慢慢检查。” 似乎感觉这工作量有些浩大，路胜皱了皱眉。 他最后扫了眼缚灵宗方向，已经决定直接从三宗的休息点下手。 “祈祷吧……祈祷我提前找到想找之人。”,突破 提升 特效 第 得到 奖励
CH0359,第359章 重要之人（三）,3400,180,1,reversal,发觉？”他透过墙上的洞往里看，却什么也没看到，明明他一剑刺中对方，但透过洞口可以看到，房屋里的地面上什么也没有。 嘭！ 又是一条手臂从后面破开墙面，抓向路胜后背。 “逐日剑第一式，云散。”路胜手腕一抖，长剑刹那间划出一团白光。反手挡住自己后心。 黑手和白光铛铛铛铛的交击出无数细碎透明真气。很快黑手如同蜡烛般被急速削碎。,突破 提升 第 层 奖励 上交
CH0360,第360章 重要之人（四）,3395,180,2,crisis,路胜居然一转眼连他们也一并翻脸。 特别是幽铟宗的几人，一个个脑袋发懵，还没反应过来是怎么回事。 “这位师兄……您这……到底是什么意思？”一个幽铟宗的高瘦男子站出来语气不善道。“我们宫池师姐也在附近，或者我们该把您的意思给她也传过去。” “宫池？”路胜随手把长剑刺入身边的地面。“不用了，你们有求救信符么？发了让她过来。”,第 层
CH0361,第361章 重要之人（五）,3396,181,1,crisis,都是才冒个头，便被瞬间解决。很快，两拨人路过一片幽深竹林时，再度遇到前面有人打斗。 十多人围着一头蒙着面的巨大白色怪物不断闪躲跳跃，时而上前劈砍刺上几招，然后又马上后撤跳开。 那白色怪物脑袋成三角形，没有五官，面部只有一个硕大的黑字：佛。 怪物身高四米多，四肢细长，手臂双脚都长着倒刺和锋利的镰刀般刀刃。其动作极度敏捷。,第 层 得到
CH0362,第362章 重要之人（六）,3422,181,2,crisis,的白发老者。 “恩。他和之前的弟子不同……”迁蠹苏狞扉微微摇头。 “你把那块石板给他了？”老者诧异道，“以前没见过你这么大方啊？” “怎么可能，我乱画了几下做了块新的而已，死寂石板怎么可能随便给人？” “上边什么内容？” “不记得了，是套普通刀招吧。” “那你要他领悟什么？？”老者无语。 “谁知道呢。”苏狞扉面色冷淡。,突破 提升 推演 特效 第 层 成功 得到
CH0363,第363章 重要之人（七）,3364,182,1,crisis,部打通，获得更高分数，之后大家在分出高低看谁能的第一，不是更好？” “想法很好，但宫师姐，您幽铟宗的实力本就比我千阳强，再加上我们什么情况您也应该知晓，不要到时候你们仗着人多势众，争夺莫凌府最强相互助力，那时谁来为我路师兄和长孙师姐考虑？”谢玉琼赶紧出言反驳，虽然宫池比她强很多，但现在有路胜撑着，千阳宗也不惧其他什么。,突破 提升 第 层 成功 得到 奖励
